gender,salary,color,followers
female,50.5,pink,47
male,60.04,blue,28
female,28.26,blue,17
male,64.08,blue,17
male,58.41,blue,14
female,57.77,yellow,16
female,44.57,red,30
female,21.69,blue,17
male,102.01,purple,23
female,74.02,green,45
male,26.19,blue,21
male,25.33,blue,23
male,37.35,blue,22
female,51.4,yellow,22
male,21.8,red,23
female,92.91,pink,28
male,15.13,blue,18
male,76.38,blue,39
male,58.74,red,15
female,70.61,pink,14
male,47.1,purple,14
male,32.9,blue,17
female,125.91,red,19
female,63.01,yellow,29
female,110.21,purple,24
female,33.28,purple,23
female,50.65,green,19
female,58.67,green,18
male,33.8,yellow,28
male,28.35,blue,22
female,104.9,purple,76
female,88.17,green,21
female,34.49,purple,26
male,38.72,purple,23
female,22.69,blue,21
female,54.7,pink,19
male,32.61,blue,24
male,29.19,red,19
female,64.46,yellow,14
male,81.85,red,38
male,10.36,red,26
male,32.37,blue,56
male,20.26,red,18
female,63.65,yellow,15
female,11.36,green,22
male,52.55,blue,22
male,38.45,blue,16
male,23.55,blue,17
female,92.68,yellow,16
male,30.53,blue,16
female,29.39,blue,29
female,22.88,purple,18
male,23.35,blue,13
male,62.96,blue,16
female,75.21,pink,46
female,34.85,yellow,17
female,38.17,red,20
female,41.44,green,22
male,33.34,purple,18
female,25.01,green,29
male,4.93,blue,23
female,87.96,pink,21
male,69.52,purple,17
female,89.55,blue,32
female,12.8,blue,27
female,95.55,pink,34
male,45.85,blue,19
male,88.47,blue,19
female,73.76,red,26
female,73.26,pink,17
female,76.64,yellow,33
male,9.7,yellow,15
female,43.43,purple,25
female,47.21,pink,40
female,78.89,green,25
male,70.86,blue,36
male,54.89,purple,20
male,73.65,red,29
female,11.57,pink,13
female,79.27,purple,28
female,62.35,pink,30
male,43.84,purple,21
female,51.2,pink,15
male,65.65,red,20
male,37.31,blue,15
male,127.56,blue,21
female,85.55,green,19
male,35.88,yellow,40
female,45.25,purple,33
female,37.61,yellow,28
male,36.52,blue,42
female,26.89,green,23
female,37.2,red,26
female,44.6,purple,20
male,5.39,blue,18
male,70.49,red,13
female,97.22,yellow,26
male,54.85,blue,18
male,30.63,red,16
male,105.42,blue,18
male,19.32,yellow,17
female,84.06,yellow,26
female,46.42,red,32
female,51.84,pink,20
male,54.74,blue,18
male,65.52,yellow,21
female,23.97,red,31
male,40.71,blue,17
female,64.13,purple,44
male,30.0,blue,18
female,69.76,purple,20
male,32.51,blue,26
female,46.8,purple,20
female,57.07,purple,13
male,57.28,blue,24
male,38.42,blue,15
female,66.51,pink,13
female,55.5,blue,45
female,37.63,pink,18
female,48.77,pink,32
male,47.9,yellow,21
male,29.48,blue,16
female,46.08,green,15
female,10.72,green,21
female,64.77,purple,16
male,79.28,yellow,28
male,62.04,blue,17
female,19.58,yellow,28
female,36.62,blue,27
male,52.76,red,15
female,10.92,green,15
female,101.12,yellow,75
male,95.55,blue,30
female,68.24,purple,14
female,27.33,red,16
female,99.1,blue,26
female,9.45,purple,16
female,71.16,green,18
female,77.49,yellow,21
female,28.6,green,23
male,16.16,blue,13
male,54.2,red,16
female,100.71,purple,21
female,91.04,red,16
female,51.04,red,18
female,73.82,green,19
male,50.95,blue,28
male,0.0,blue,14
female,0.0,purple,14
female,10.15,green,29
female,79.6,purple,32
male,54.2,blue,23
male,64.39,blue,32
female,61.27,purple,60
female,51.4,blue,20
female,11.54,green,17
male,0.0,yellow,18
male,40.53,blue,31
female,34.57,green,18
female,52.29,pink,24
male,0.0,yellow,18
female,57.53,pink,30
male,54.86,purple,18
male,58.46,blue,21
female,38.75,purple,19
female,44.01,purple,34
female,23.68,blue,25
male,63.05,blue,13
female,48.08,pink,37
female,2.24,yellow,17
male,57.78,red,15
female,11.47,pink,29
male,75.11,red,43
male,34.5,red,16
female,39.07,pink,30
male,0.0,blue,15
male,80.5,blue,18
male,42.86,blue,25
male,15.33,yellow,14
male,30.37,purple,17
female,20.72,red,14
female,103.8,purple,49
male,74.52,blue,18
female,57.99,blue,17
female,64.33,pink,25
female,56.74,blue,16
male,99.22,blue,29
female,16.2,purple,14
female,45.03,purple,14
female,68.58,purple,38
male,29.92,blue,17
female,80.35,yellow,22
male,50.61,blue,17
female,64.12,yellow,26
male,65.93,blue,23
female,1.78,blue,46
female,43.31,yellow,15
male,100.14,blue,23
male,0.0,blue,20
female,7.21,blue,23
female,50.21,green,19
male,91.83,yellow,13
female,58.26,red,23
female,45.14,pink,36
female,76.36,red,27
female,86.52,blue,83
male,35.68,yellow,20
female,50.71,pink,23
male,40.63,blue,18
male,33.33,purple,18
female,39.19,yellow,16
female,53.87,pink,25
female,64.57,purple,17
male,62.93,yellow,26
female,49.46,green,54
female,41.3,purple,60
female,29.51,pink,20
female,51.48,blue,44
male,11.35,blue,32
male,75.77,blue,21
male,60.77,blue,21
male,23.53,blue,31
female,31.05,purple,16
male,26.29,blue,34
male,51.32,blue,14
male,0.0,blue,15
female,20.19,pink,46
male,61.83,blue,15
female,83.92,pink,36
male,15.42,purple,20
female,63.62,pink,14
male,74.11,blue,15
female,56.44,blue,37
male,83.18,blue,16
male,63.11,red,28
male,54.35,blue,51
male,43.52,blue,23
male,59.37,purple,17
male,68.71,yellow,28
female,62.98,blue,16
female,92.32,pink,39
male,89.14,red,15
male,43.04,blue,14
female,84.96,pink,62
male,56.9,blue,30
male,7.57,red,15
male,80.12,blue,46
female,24.34,green,25
female,12.12,red,42
male,53.11,blue,29
male,60.82,purple,32
female,66.44,purple,24
male,85.91,purple,16
male,42.65,blue,21
female,96.97,pink,52
female,34.18,green,14
male,23.39,purple,24
male,48.19,red,13
male,50.97,red,18
male,67.98,blue,18
male,39.32,red,17
female,55.58,pink,30
male,52.12,blue,19
female,79.56,blue,43
female,14.84,pink,16
male,49.06,blue,20
male,66.32,purple,13
female,71.45,yellow,26
female,38.28,red,20
female,69.55,purple,79
female,8.82,red,24
female,66.5,green,23
male,50.28,blue,17
female,44.66,red,15
male,75.98,red,25
female,48.71,yellow,14
male,59.46,blue,17
male,77.4,red,29
male,21.9,blue,27
female,82.45,red,21
female,82.12,green,25
male,58.38,blue,16
male,0.0,blue,23
male,76.13,blue,62
female,56.72,red,23
female,0.0,pink,22
male,71.44,blue,43
female,44.29,pink,16
female,64.56,pink,16
female,65.51,green,19
female,40.63,red,17
female,49.2,pink,24
male,18.26,blue,16
male,46.71,purple,30
female,72.75,purple,31
male,38.91,red,17
male,63.08,blue,42
female,46.8,purple,20
male,68.27,blue,28
male,69.97,red,21
female,58.0,green,21
male,97.57,yellow,19
male,59.67,red,15
female,8.47,green,28
male,39.34,blue,31
male,21.95,blue,14
female,50.02,purple,50
female,47.99,purple,27
female,7.58,purple,23
female,55.81,pink,30
male,52.18,yellow,15
female,107.26,red,52
male,17.92,blue,19
female,18.25,green,16
female,48.31,yellow,36
male,47.5,blue,15
male,53.47,blue,20
female,48.13,blue,31
female,59.66,pink,14
female,70.15,pink,31
male,16.38,yellow,38
male,47.87,red,15
female,0.0,green,24
male,17.99,blue,19
male,42.24,blue,19
female,38.38,blue,36
male,34.04,blue,20
male,68.3,blue,18
male,41.92,red,13
male,64.32,purple,40
female,0.0,green,18
female,59.37,blue,20
male,59.02,blue,17
male,41.96,purple,15
male,15.73,blue,16
female,47.08,pink,19
female,28.34,yellow,18
female,45.8,pink,50
female,50.16,yellow,21
female,45.69,green,15
male,21.77,blue,22
male,51.4,yellow,14
female,63.09,green,35
male,27.44,purple,22
male,77.99,blue,20
male,29.27,red,26
female,62.34,red,57
female,56.56,pink,29
female,54.27,pink,14
male,34.82,blue,25
female,54.52,yellow,22
male,35.42,red,23
male,113.62,blue,31
female,13.8,blue,20
female,54.68,green,41
female,75.16,pink,31
male,43.45,blue,36
male,25.09,red,36
female,48.74,blue,35
female,89.25,yellow,21
female,0.07,purple,22
male,48.62,yellow,20
male,63.47,blue,32
male,77.8,blue,31
male,38.59,blue,27
female,30.74,pink,18
male,50.52,blue,20
female,6.44,pink,20
female,50.9,pink,19
male,31.17,blue,18
male,46.68,blue,20
male,78.73,blue,15
female,34.33,blue,39
female,43.56,pink,20
male,70.87,yellow,18
female,34.25,yellow,21
female,53.46,pink,24
male,21.65,purple,15
female,50.18,yellow,21
female,74.75,yellow,27
male,72.43,red,15
male,87.99,yellow,25
male,68.8,blue,15
male,42.99,blue,14
male,37.73,red,21
female,93.39,red,19
male,60.87,red,19
female,50.77,pink,13
male,36.23,blue,29
female,26.32,green,22
female,70.55,yellow,27
female,34.52,yellow,19
female,58.78,green,23
female,62.54,purple,29
female,49.94,blue,19
male,43.52,blue,14
female,46.79,pink,18
male,31.53,yellow,21
female,128.81,purple,74
female,51.16,green,16
male,19.39,blue,29
female,88.77,blue,40
male,39.64,blue,18
male,64.76,red,46
male,46.99,purple,18
female,30.16,green,24
female,49.46,purple,24
female,84.18,blue,38
female,75.38,blue,15
female,77.29,pink,37
female,0.0,yellow,15
male,69.36,red,19
male,66.76,red,16
female,50.25,green,14
female,58.17,red,31
male,21.95,blue,14
female,38.87,red,19
female,64.01,purple,15
male,88.89,blue,44
male,65.82,red,14
female,32.34,pink,24
male,35.34,blue,40
male,38.43,blue,17
male,43.74,blue,33
female,69.39,green,13
female,14.47,green,19
male,46.87,blue,17
male,5.17,purple,13
female,58.86,purple,24
male,61.59,blue,38
female,57.1,pink,41
female,27.24,yellow,14
female,6.88,purple,16
female,38.52,blue,38
male,41.7,red,38
female,34.94,green,16
male,49.29,blue,17
male,91.13,red,30
female,83.17,purple,22
male,18.42,red,36
female,69.51,purple,20
female,21.69,pink,14
male,50.88,blue,23
male,85.79,yellow,24
male,35.89,red,16
male,0.0,blue,14
female,37.49,purple,15
female,54.79,green,33
female,62.74,yellow,19
female,80.91,red,14
female,58.39,purple,33
male,21.91,yellow,15
female,93.62,red,17
female,65.26,red,36
male,43.25,blue,14
male,65.08,blue,22
female,56.26,pink,29
male,28.56,yellow,18
female,82.41,yellow,27
female,40.97,blue,25
female,68.41,green,31
female,59.1,pink,38
male,114.55,blue,25
female,104.29,green,41
male,59.96,yellow,14
female,52.51,purple,17
female,57.3,green,23
male,57.38,blue,17
female,33.4,pink,18
male,55.26,blue,18
male,50.34,blue,14
male,41.91,blue,22
female,68.35,red,26
female,57.4,purple,25
female,61.04,purple,13
female,70.59,purple,19
male,46.93,blue,19
male,13.75,blue,21
female,33.5,purple,17
female,65.97,green,29
female,44.46,pink,13
male,89.73,yellow,33
female,27.15,pink,18
male,75.22,blue,18
female,45.83,purple,20
male,25.23,yellow,22
female,65.99,red,22
female,67.76,pink,25
female,35.46,green,27
female,47.14,purple,17
female,43.87,red,15
female,79.04,green,14
female,94.8,yellow,33
male,31.14,blue,13
female,54.81,pink,38
male,31.46,yellow,13
female,53.13,purple,23
female,49.25,pink,18
female,31.86,red,25
female,31.8,red,15
female,44.4,purple,13
male,69.05,blue,28
male,45.47,blue,20
female,48.77,yellow,20
male,100.51,blue,38
male,44.11,blue,36
female,99.92,blue,37
female,57.23,green,29
female,35.43,red,22
female,64.34,green,17
male,2.32,blue,16
male,96.68,red,16
male,50.93,blue,13
male,65.49,blue,28
male,44.27,yellow,17
male,47.5,purple,17
male,50.7,blue,25
male,40.13,purple,15
female,90.51,pink,33
male,47.96,blue,16
female,41.21,purple,17
female,29.31,purple,26
female,19.37,green,24
female,19.7,purple,30
female,53.02,purple,21
male,54.27,blue,36
male,65.87,blue,29
female,74.53,blue,66
female,41.12,pink,20
male,105.44,blue,23
male,38.99,red,31
female,0.0,blue,27
female,89.95,pink,21
female,67.55,purple,17
male,55.72,blue,14
female,10.72,red,23
female,45.02,pink,37
male,134.86,blue,18
male,83.28,purple,34
male,22.63,yellow,19
male,37.11,red,17
female,72.38,yellow,13
male,14.79,blue,21
male,28.09,blue,24
female,34.32,pink,28
female,90.12,red,42
male,42.74,blue,44
male,38.06,purple,22
male,48.44,blue,19
female,53.98,pink,23
male,15.51,yellow,23
male,75.55,blue,13
female,1.05,green,26
female,35.66,pink,67
female,85.84,green,13
male,22.44,blue,23
male,68.88,blue,37
male,48.69,blue,19
female,73.58,pink,15
male,10.72,red,14
male,45.13,purple,15
female,107.43,pink,25
female,45.54,purple,36
male,60.67,blue,16
female,88.46,yellow,14
female,43.43,yellow,27
female,39.46,pink,13
female,28.68,yellow,30
male,39.74,blue,16
male,20.97,blue,21
male,27.04,blue,19
male,53.02,blue,13
female,69.63,purple,52
female,57.34,green,23
female,39.28,pink,17
male,55.53,blue,17
female,7.43,pink,19
male,46.71,red,14
male,13.59,blue,15
male,78.68,yellow,14
male,70.6,yellow,15
female,72.73,pink,22
male,90.28,blue,19
male,47.87,blue,20
male,3.37,blue,29
female,23.04,green,25
female,36.55,red,26
female,61.19,purple,31
female,70.47,yellow,27
male,48.61,blue,14
female,62.1,yellow,14
male,53.36,red,23
female,80.98,pink,28
female,28.98,pink,15
male,73.03,yellow,20
female,28.97,red,27
female,36.56,red,44
female,56.51,pink,24
female,112.33,pink,25
female,100.78,pink,60
female,37.73,blue,13
male,42.91,yellow,14
male,14.1,blue,15
male,59.42,blue,14
male,87.56,blue,28
male,60.6,blue,28
female,85.27,purple,35
female,56.81,pink,24
female,18.52,purple,15
female,5.69,pink,14
male,65.01,blue,30
male,26.92,yellow,24
male,33.26,blue,25
male,1.02,blue,13
female,16.19,yellow,15
female,33.66,yellow,53
male,26.27,blue,17
female,87.36,green,26
male,35.56,blue,15
female,76.44,purple,44
male,40.41,blue,22
male,36.37,blue,17
female,44.82,pink,15
female,45.05,yellow,24
male,38.65,purple,17
male,44.45,blue,24
male,49.45,red,15
female,75.38,pink,20
male,56.24,blue,29
female,39.07,pink,14
male,33.12,red,18
female,29.94,purple,18
female,57.42,green,16
female,55.39,pink,34
female,45.45,purple,16
female,88.01,purple,21
male,18.6,purple,25
male,22.33,blue,13
other,83.94,blue,49
male,36.88,blue,22
male,31.55,blue,14
male,1.39,red,22
male,52.49,yellow,15
female,40.07,yellow,20
male,86.18,blue,18
female,56.79,purple,13
male,17.52,red,50
male,78.31,yellow,32
male,36.97,blue,33
female,62.39,purple,21
female,48.27,yellow,14
female,20.89,purple,14
female,25.27,green,33
female,76.51,blue,21
male,60.73,purple,14
male,59.92,blue,16
female,76.61,green,17
female,24.16,red,33
female,29.13,pink,13
female,61.86,red,21
male,48.56,blue,36
female,29.3,green,51
male,54.31,blue,29
male,70.51,blue,36
female,127.44,green,72
male,42.03,blue,16
female,47.02,green,19
female,15.94,pink,13
male,35.21,blue,20
male,60.04,yellow,18
male,30.27,blue,19
female,65.19,purple,65
female,44.65,red,23
male,54.83,blue,19
male,30.46,red,16
male,40.3,purple,25
male,18.46,blue,20
female,37.72,blue,19
female,47.99,pink,26
female,86.4,green,32
female,57.11,yellow,15
female,59.21,purple,14
male,91.04,blue,15
male,62.26,blue,30
female,11.44,blue,13
male,29.73,blue,17
male,60.77,blue,52
male,8.47,red,30
female,50.75,yellow,46
male,36.64,red,14
male,53.76,blue,17
male,37.82,blue,17
female,87.31,purple,19
female,40.13,pink,17
female,64.67,red,35
male,48.99,blue,29
female,56.64,purple,17
female,26.06,pink,19
male,58.31,red,17
female,74.41,green,15
male,62.61,purple,22
female,0.0,yellow,14
female,88.25,purple,38
female,93.75,yellow,25
female,57.36,pink,17
female,39.73,pink,16
male,46.12,red,26
female,51.65,purple,15
male,102.26,blue,32
female,39.37,green,18
male,23.76,red,14
female,56.97,blue,30
female,32.1,yellow,14
female,59.54,green,14
male,35.52,blue,29
female,83.39,pink,34
female,55.65,purple,16
male,83.8,blue,16
female,60.76,yellow,31
female,26.93,purple,21
male,38.06,blue,15
female,62.24,pink,33
female,43.92,pink,18
male,20.01,blue,19
female,38.77,pink,18
male,40.46,blue,48
male,44.22,blue,23
male,71.41,blue,22
female,72.97,yellow,40
male,56.19,blue,23
male,42.31,blue,32
female,53.82,red,15
male,41.48,purple,14
male,100.75,blue,15
male,37.28,blue,23
female,82.63,pink,34
female,87.0,red,21
female,29.45,green,19
male,32.36,red,27
female,11.05,purple,13
female,83.24,pink,20
male,4.65,blue,17
female,65.63,pink,16
female,7.29,pink,20
female,69.79,yellow,28
female,57.04,purple,32
female,30.16,pink,13
male,29.78,purple,29
female,5.2,purple,18
male,66.28,blue,14
female,88.03,green,20
female,44.57,yellow,17
female,57.65,pink,15
male,48.07,blue,47
male,23.9,blue,13
female,73.14,purple,38
female,60.35,red,54
male,77.22,red,56
female,10.71,pink,22
male,46.56,yellow,13
male,49.02,blue,14
female,56.61,pink,37
male,27.88,blue,19
male,70.6,blue,24
female,0.0,green,28
female,55.61,purple,18
male,69.52,red,25
female,47.93,yellow,13
male,22.79,red,13
female,38.1,red,17
female,71.21,yellow,17
female,75.22,purple,37
male,73.37,red,21
male,45.65,blue,25
male,70.26,red,16
female,82.65,yellow,62
male,69.65,red,15
male,56.48,blue,15
female,25.38,blue,35
female,30.7,pink,16
female,85.11,green,24
female,60.69,red,17
male,48.87,red,15
male,59.16,blue,20
male,31.21,yellow,19
male,56.74,blue,26
male,27.44,blue,24
male,50.32,blue,29
female,49.34,green,16
male,44.84,blue,36
female,0.0,purple,15
female,57.81,pink,14
male,17.24,red,31
male,50.34,purple,15
male,15.18,blue,14
female,83.44,yellow,55
female,60.13,green,21
male,23.52,blue,24
male,86.39,blue,54
other,11.24,pink,17
male,30.54,blue,13
female,20.78,blue,41
male,21.39,blue,26
female,39.8,blue,13
female,23.95,yellow,13
female,31.34,pink,48
male,61.9,blue,14
male,80.44,blue,18
male,50.64,purple,25
female,40.97,yellow,14
male,78.66,red,30
female,39.64,blue,45
male,36.01,blue,14
female,2.44,yellow,26
male,6.86,blue,18
male,62.71,red,28
male,52.27,blue,23
male,55.43,red,33
female,67.59,yellow,28
male,76.09,yellow,15
female,66.65,purple,42
female,65.53,pink,32
female,50.0,pink,23
female,64.91,red,15
female,61.05,yellow,18
female,33.71,blue,13
male,8.73,red,19
male,2.64,blue,21
female,87.39,pink,36
female,57.88,purple,27
female,22.57,pink,13
female,31.08,green,38
female,49.47,purple,27
male,7.38,purple,15
female,85.14,green,16
male,49.45,blue,19
male,32.15,blue,29
female,41.43,purple,29
male,27.95,blue,20
female,68.66,yellow,25
male,30.5,blue,15
female,44.5,pink,20
female,0.0,pink,15
female,58.89,red,26
female,6.73,purple,13
male,67.88,blue,22
male,67.24,red,18
female,62.93,red,26
male,0.0,blue,15
female,60.07,blue,24
female,27.37,pink,37
female,44.95,yellow,37
male,52.42,blue,17
male,111.1,red,46
male,8.47,blue,15
female,10.21,purple,22
male,21.57,red,18
male,26.44,red,13
male,80.51,blue,27
female,14.96,purple,15
female,41.26,blue,20
male,54.43,blue,15
male,75.83,blue,40
female,71.08,purple,16
female,48.83,purple,24
male,46.19,yellow,21
female,74.96,purple,39
male,49.43,red,13
male,36.89,blue,25
female,33.02,pink,49
male,31.03,blue,14
female,62.28,yellow,15
female,93.12,yellow,38
male,61.9,blue,33
male,79.45,blue,13
female,60.07,green,34
female,75.91,pink,19
male,52.09,red,18
male,32.8,blue,20
female,68.43,purple,26
female,61.22,blue,14
male,0.0,blue,17
male,58.03,red,22
male,37.05,blue,28
female,30.55,yellow,18
male,0.0,red,17
female,38.84,purple,38
male,72.65,blue,26
female,44.71,pink,16
female,53.37,yellow,29
male,65.36,blue,22
male,42.53,red,15
female,33.71,red,23
female,26.66,purple,24
male,78.15,red,27
female,87.34,pink,27
male,76.29,purple,20
male,56.54,red,13
male,41.75,blue,14
female,52.91,green,26
male,31.41,red,22
male,56.84,yellow,66
male,28.17,blue,14
male,95.21,blue,13
female,22.29,green,26
male,29.38,purple,15
male,79.83,blue,17
male,63.15,blue,14
female,46.78,pink,14
female,75.14,purple,33
male,67.75,blue,13
female,57.55,pink,44
female,130.65,purple,29
male,58.3,blue,16
female,64.82,yellow,17
female,94.15,blue,24
female,19.87,yellow,14
female,60.67,blue,22
male,21.86,blue,28
female,5.72,pink,21
male,27.62,blue,32
female,22.05,purple,19
male,58.81,blue,21
female,44.93,red,14
female,76.76,pink,17
male,23.45,purple,16
male,78.57,blue,15
male,63.5,blue,13
male,70.4,blue,38
female,19.74,pink,14
male,54.78,purple,19
female,50.38,pink,25
male,55.56,red,23
female,23.64,yellow,24
female,95.97,green,26
male,81.73,yellow,13
female,53.31,pink,26
male,6.09,blue,19
male,38.87,blue,25
male,55.85,blue,27
male,17.16,blue,21
male,72.73,purple,51
male,13.05,blue,14
female,68.47,pink,18
female,67.39,pink,22
female,55.29,purple,16
male,39.61,yellow,18
male,46.06,yellow,16
male,28.79,blue,19
male,126.53,blue,35
female,48.61,pink,15
female,14.78,yellow,21
female,49.84,purple,25
female,0.0,blue,16
female,121.32,pink,38
male,70.07,purple,20
male,116.03,yellow,22
female,79.42,green,25
male,7.91,blue,41
female,77.44,pink,33
female,51.53,pink,19
female,57.61,purple,16
female,49.31,green,15
female,60.62,red,27
female,51.08,red,26
male,33.12,yellow,22
male,47.97,red,31
female,59.21,pink,24
female,42.18,pink,15
female,54.39,purple,71
male,56.42,blue,20
female,73.13,yellow,43
male,102.03,blue,27
female,41.4,yellow,21
female,64.16,purple,25
female,12.48,purple,25
female,58.6,blue,19
female,58.42,yellow,17
female,54.22,purple,16
male,76.83,blue,27
male,47.73,yellow,26
male,44.25,blue,17
male,81.33,red,16
male,61.56,red,16
female,39.28,red,19
female,32.49,pink,15
female,61.83,purple,18
male,43.91,red,19
female,17.68,purple,19
male,116.2,blue,18
male,69.86,purple,24
male,64.51,blue,35
female,0.0,green,17
female,25.01,purple,33
female,32.53,green,21
male,58.79,blue,14
male,68.51,yellow,20
male,22.92,red,20
female,18.17,green,22
male,18.68,blue,19
male,45.3,red,28
male,67.67,blue,16
female,46.93,pink,23
female,68.58,green,15
female,59.16,purple,19
male,87.26,blue,45
male,30.99,red,13
male,20.09,red,33
female,71.25,yellow,49
female,30.56,pink,29
male,57.46,blue,14
male,63.56,blue,18
female,63.24,red,20
male,17.56,blue,20
male,69.86,blue,20
male,75.96,blue,21
female,54.04,pink,30
male,97.48,blue,19
female,5.75,yellow,17
female,64.76,yellow,27
male,33.55,red,15
female,71.65,yellow,29
female,56.9,pink,36
male,0.0,blue,17
female,53.98,red,20
female,83.19,green,24
female,49.3,purple,13
male,53.91,red,16
male,58.22,blue,16
male,94.12,red,33
male,27.04,red,13
female,74.44,pink,21
male,61.35,blue,19
male,90.04,blue,35
female,29.14,blue,19
female,54.96,yellow,16
female,49.01,blue,26
male,12.33,blue,21
male,74.94,blue,68
male,38.81,yellow,18
male,26.64,blue,18
female,22.82,green,22
female,62.12,blue,17
female,60.43,pink,16
male,36.75,blue,18
male,64.38,yellow,21
female,46.63,blue,28
male,50.94,blue,14
other,58.8,pink,27
male,21.76,blue,17
male,74.43,blue,17
male,45.9,blue,15
female,42.55,pink,15
female,77.41,pink,24
male,83.9,blue,26
male,12.52,blue,23
male,49.06,yellow,18
male,49.41,blue,46
male,3.89,blue,15
male,26.15,yellow,13
male,0.0,purple,16
female,47.54,red,33
male,26.9,red,16
male,89.67,blue,20
male,43.91,blue,21
female,92.58,red,21
male,107.06,blue,16
female,97.85,pink,37
female,31.17,green,19
female,65.78,purple,23
male,2.21,purple,41
female,87.85,green,33
male,49.26,purple,16
female,17.23,purple,13
female,81.26,purple,21
male,36.87,purple,16
male,51.21,purple,14
male,43.21,yellow,14
male,46.36,purple,15
male,20.02,blue,18
female,0.12,green,14
female,14.87,blue,16
male,102.79,red,13
male,85.08,yellow,34
male,0.0,red,15
female,58.07,pink,34
male,7.22,blue,15
female,94.55,purple,17
female,41.89,red,17
male,50.53,purple,23
female,80.24,purple,15
female,51.95,pink,20
male,66.38,blue,26
female,45.63,purple,36
female,71.04,pink,43
male,37.47,blue,14
female,27.55,purple,19
female,24.94,purple,17
female,83.3,purple,28
male,51.59,blue,26
female,56.45,purple,31
male,55.28,red,15
male,61.55,red,16
female,62.14,pink,23
female,53.13,purple,24
female,81.98,pink,56
female,9.05,pink,27
female,34.24,purple,13
female,81.91,purple,19
female,36.88,red,13
male,64.76,blue,38
female,21.21,green,20
female,43.72,purple,25
female,37.06,purple,21
female,95.62,green,61
female,53.02,pink,66
female,26.7,green,15
female,40.06,pink,19
female,47.81,pink,20
female,28.24,red,13
female,10.48,red,16
female,33.72,blue,19
female,86.59,pink,31
female,55.52,purple,14
female,67.55,yellow,14
male,45.44,blue,14
female,56.11,red,20
female,86.95,red,17
female,29.77,purple,21
male,38.35,purple,29
male,71.21,blue,30
female,20.01,pink,18
female,43.34,purple,63
male,59.59,red,36
male,24.38,blue,16
female,57.43,purple,22
male,55.72,blue,14
male,17.52,red,16
female,14.77,yellow,35
female,42.15,purple,20
female,39.4,pink,39
male,77.88,blue,13
female,0.0,blue,17
female,77.59,purple,19
female,9.98,green,43
male,71.55,blue,18
female,62.96,pink,22
male,42.08,blue,17
male,42.16,red,30
male,55.88,blue,33
female,1.41,red,22
male,9.37,purple,15
female,39.26,pink,38
female,57.86,yellow,62
female,40.94,purple,15
female,88.22,purple,16
male,35.37,yellow,27
female,10.28,pink,20
male,53.46,blue,13
male,61.3,red,14
male,10.42,blue,18
female,30.0,red,37
male,44.72,blue,14
male,63.25,blue,13
male,69.47,purple,15
male,106.42,yellow,39
female,43.06,pink,18
female,61.12,pink,14
male,47.48,purple,19
male,35.75,blue,19
female,41.67,yellow,14
female,92.62,purple,24
male,89.68,red,21
female,32.16,yellow,35
male,40.52,yellow,57
female,114.06,yellow,57
male,51.02,red,23
female,57.92,green,15
male,15.04,blue,24
female,18.69,purple,16
female,57.34,blue,23
female,48.21,yellow,19
male,45.55,purple,22
female,53.61,purple,21
female,17.9,purple,23
male,36.77,blue,13
female,42.94,blue,22
female,68.75,purple,17
male,31.82,blue,17
male,45.52,blue,20
male,49.33,blue,61
male,128.95,blue,15
female,87.93,pink,19
female,29.9,purple,14
female,40.86,blue,43
male,98.14,purple,19
male,38.05,blue,15
female,36.84,red,19
female,48.44,yellow,32
female,23.04,blue,14
male,70.77,blue,14
male,75.26,blue,31
male,61.76,red,18
female,62.72,purple,16
female,31.4,purple,16
male,22.88,blue,14
female,19.38,purple,20
female,10.5,green,17
male,50.86,red,42
female,20.13,red,14
male,78.74,red,40
female,45.46,yellow,14
female,73.5,purple,16
male,76.3,blue,19
male,28.83,red,23
female,41.51,pink,18
female,80.39,blue,17
female,62.17,pink,37
male,38.17,blue,25
female,82.54,purple,14
female,56.46,yellow,32
male,49.44,purple,16
male,48.9,blue,14
male,78.36,blue,24
female,74.54,green,13
female,45.0,green,15
female,73.04,purple,28
male,72.56,red,18
female,68.74,pink,16
male,59.15,blue,23
female,42.5,purple,14
female,55.08,blue,25
male,53.82,blue,20
male,51.22,red,14
female,39.2,green,18
male,32.03,yellow,14
male,37.9,yellow,16
male,111.13,red,15
male,113.23,blue,27
female,61.07,yellow,31
female,39.98,pink,21
male,40.88,yellow,22
female,75.99,pink,30
male,80.93,blue,14
male,77.04,blue,33
female,73.4,purple,18
female,47.37,yellow,16
female,48.58,yellow,25
male,24.15,red,21
male,72.04,yellow,15
female,74.02,purple,51
female,32.19,pink,13
female,38.15,pink,15
male,10.5,yellow,13
male,16.06,blue,17
male,77.28,red,18
female,53.42,purple,14
male,82.02,blue,21
male,109.2,red,18
male,43.28,blue,13
female,47.64,red,17
male,77.53,purple,18
female,68.42,pink,28
male,12.15,yellow,15
male,39.82,blue,13
male,43.37,purple,21
female,36.73,purple,20
male,64.32,purple,59
male,56.64,blue,22
female,40.99,yellow,16
male,94.05,blue,15
male,32.56,blue,28
female,69.12,pink,14
female,141.37,pink,45
male,35.4,red,27
male,32.68,red,22
male,44.41,red,16
male,24.3,blue,23
female,26.79,green,14
male,53.96,yellow,37
male,115.16,red,22
male,49.61,blue,16
male,45.01,blue,26
